name	***	mention	text	class
THE ASSAULT ***	Oliver Twist	 But such notions left the German character, the Oliver Twist in it, fatally out of account.	True
A HISTORY OF ENGLISH PROSE FICTION ***	Oliver Twist	Individuals are much more interesting than bodies of men, and the sufferings of little Oliver Twist or of the inmates of Dotheboys Hall, as related by Dickens, will arouse public attention far more actively than the report of an examining committee.	True
A FLUTTERED DOVECOTE ***	Oliver Twist	 "Unlimited," Mrs Blunt told mamma the supplies were for the young ladies; but only let one of the juniors do what poor little Oliver Twist did--ask for more--and just see what a look the resident teacher at the head of the table would give her.	True
ALL THINGS CONSIDERED ***	Oliver Twist	The whole moral meaning would vanish if we supposed that Oliver Twist had got by accident into an exceptionally bad workhouse, or that Mr. Dorrit was in the only debtors' prison that was not well managed.	True
EVENINGS AT DONALDSON MANOR ***	Oliver Twist	With the tender mercies of such institutions the author of Oliver Twist has made the world acquainted.	True
BUSINESS CORRESPONDENCE ***	Oliver Twist	Make them hungry to learn all about it, make them come back like Oliver Twist and ask for more.	True
THE EDUCATION OF HENRY ADAMS ***	Oliver Twist	Oliver Twist and Little Nell lurked in every churchyard shadow, not as shadow but alive.	True
WHEN THE KU KLUX RODE ***	Oliver Twist	Insatiable, like Oliver Twist he wanted more, and as a side line to his multifarious activities, employed his scholarly attainments in the conduct of a negro school, meanwhile boarding and associating with negroes.	True
A HISTORY OF THE CRIES OF LONDON ***	Oliver Twist	However, when Charles Dickens and Oliver Twist came in, Field-lane and Fagin went out.	True
DICKENS' STORIES ABOUT CHILDREN EVERY CHILD CAN READ***	Oliver Twist	Mr. Bumble told her Oliver Twist was nine years old that day, and the Board (which meant the men in charge) had decided they must take him away from the farm and carry him back to the workhouse.	False
CATHOLIC WORLD, VOLUME III ***	Oliver Twist	The children were trained from infancy to thievish pursuits, and almost every gipsy encampment was a school of practice like that kept by Fagin the Jew, to which poor little Oliver Twist was introduced by the Artful Dodger.	False
CONFESSIONS OF A BOOK-LOVER ***	Oliver Twist	Oliver Twist and Nancy--merely acquaintances in the original story--with a fresh hand at the plot, might have gone on a bank holiday to Margate.	True
WARRIORS OF OLD JAPAN ***	Oliver Twist	The simple directness of narrative peculiar to Japanese tales is not lost in the English setting, and the little glimpses we are given into Japanese verse may tempt the reader to do like Oliver Twist and "ask for more."	True
THE PRESIDENT***	Oliver Twist	When Patrick Henry Hanway was about the age of Oliver Twist at the time Bill Sykes shoved him through the window, Hiram Hanway caused him to be appointed page in the State Senate.	True
LIFE OF LINCOLN ***	Oliver Twist	While at breakfast, Judge Davis, noticing that, after having been bountifully served with sausage, like Oliver Twist I wanted some more, said, 'You seem fond of our Illinois sausages.'	True
THE SPEAKER, DECEMBER 1906 ***	Oliver Twist	[It will be remembered that Fagin was leader of a band of thieves, and that little Oliver Twist had once been held in the Jew's school for educating criminals.	True
BRUCE OF THE CIRCLE A ***	Oliver Twist	I liked that story 'bout Oliver Twist th' best of 'em," he said, pointing to the Dickens.	True
THE LIFE OF CHARLES DICKENS ***	Oliver Twist	When he came to that one which represents Fagin in the condemned cell, he studied it for half an hour, and told me that he was tempted to change the whole plot of his story; not to carry Oliver Twist through adventures in the country, but to take him up into the thieves' den in London, show what their life was, and bring Oliver through it without sin or shame.	True
THE ROMANCE OF NAMES***	Oliver Twist	To the brain which christened Oliver Twist we owe Henry Price, a subject of the King of Poland, Lewis Jackson, a "Portingall," and Alexander Faith, a steward to the Venice Ambassador, born in the dukedom of Florence.	True
BLACKWOOD'S MAGAZINE, AUGUST 1846 ***	Oliver Twist	We even dare to back it, for pernicious results, against the moral influence which has been since exercised by the authors of Oliver Twist and Jack Sheppard, to both of whom the penal colonies have incurred a debt of lasting gratitude.	True
HOURS IN A LIBRARY ***	Oliver Twist	The creator of Oliver Twist and Little Nell was naturally scandalised by De Foe's dry and matter-of-fact narrative.	True
DICKENS AS AN EDUCATOR***	Oliver Twist	Oliver Twist was described by the philanthropists who cared for him as "under the exclusive patronage and protection of the powers of wickedness, and an article direct from the manufactory of the very devil himself."	True
THE MAY FLOWER ***	Oliver Twist	In these respects a general spirit of good nature is perceptible among employers, so that our Fred meets none of the harrowing adventures of an Oliver Twist in his new situation.	True
THE AMERICAN EGYPT ***	Oliver Twist	The most inveterate Oliver Twist would not "ask for more."	True
CHARLES DICKENS AS A READER ***	Oliver Twist	The passages selected to this end from his famous story of Oliver Twist were those relating more particularly to the Murder of Nancy by Bill Sikes.	True
SOMEWHERE IN FRANCE ***	Oliver Twist	No longer, like Oliver Twist breaking into the scullery of Mr. Giles, need he move in dreadful fear.	True
BIBLE ROMANCES ***	Oliver Twist	Oliver Twist was stared at when he asked for more, but the Jews surprised God by asking for something to begin with.	True
RODERICK HUDSON ***	Oliver Twist	It 's dealt out in different doses, in big cups and little, and when you have consumed your portion it 's as naif to ask for more as it was for Oliver Twist to ask for more porridge.	True
DICKENS ***	Oliver Twist	He enters the workhouse just as Oliver Twist enters it, as a little child.	True
HINTS TO PILGRIMS ***	Oliver Twist	Oliver Twist and Nancy,--merely acquaintances in the original story,--with a fresh hand at the plot, might have gone on a bank holiday to Margate.	True
STUDIES IN EARLY VICTORIAN LITERATURE***	Oliver Twist	 Pickwick and Oliver Twist have been improved off the face of the earth by cheap newspapers and sanitary reform.	True
NEIGHBOURS ***	Oliver Twist	I remember that one of the little Hansens, venturing up like Oliver Twist with a demand for more, was soundly rapped on his yellow head by a drumstick in the heavy hand of Ole, but the children as a whole were well behaved, allowing for the example set them by their elders.	True
CRITICAL AND HISTORICAL ESSAYS, VOLUME III (OF 3)***	Oliver Twist	Oliver Twist in the parish workhouse, Smike at Dotheboys Hall, were petted children when compared with this wretched heir apparent of a crown.	True
ARMY BOYS IN FRANCE ***	Oliver Twist	Oliver Twist was the office cat, who had gained his name because, like the hero in Dickens' famous story, he was continually "asking for more."	True
FRENCH CLASSICS ***	Tartuffe	Tartuffe has completely imposed upon one Orgon, a man of wealth and standing.	True
ENCYC. BRITANNICA, VOL 2 SLICE 5 ***	Tartuffe	When Molière wished to brand hypocrisy he could only make his Tartuffe the central figure of a regular drama, developed by a regular process to a just catastrophe.	True
HAUNTED LONDON ***	Tartuffe	He was a handsome, audacious fellow, who delighted the town as âFrenchman, Scot, or Irishman, fine gentleman or fool, honest simpleton or rogue, Tartuffe or Drench, old man or loquacious woman.â	True
THE SUPERSTITIONS OF WITCHCRAFT***	Tartuffe	[126] As Tartuffe privately confesses, 'L'amour qui nous attache aux beautés éternelles N'étouffe pas en nous l'amour des temporelles.	True
DICKENS ***	Tartuffe	And he is a man who understands the times as well as the land in which he lives; for, as M. Taine has admirably pointed out, where Tartuffe would have been full of religious phrases, Pecksniff presents himself as a humanitarian philosopher.	True
ENCYC. BRITANNICA, VOL 6 SL 3 ***	Tartuffe	Tartuffe became an English Catholic priest who incited rebellion, and there is little doubt that the Whig principles expressed in the _Nonjuror_ led to Cibber's appointment as poet laureate (1730).	False
POOR RELATIONS ***	Tartuffe	He gave such a look at Madame Hulot as Tartuffe casts at Elmire--when a provincial actor plays the part and thinks it necessary to emphasize its meaning--at Poitiers, or at Coutances.	True
THE LESSER BOURGEOISIE ***	Tartuffe	In art--and perhaps Moliere had placed hypocrisy in the rank of art by classing Tartuffe forever among comedians--there exists a point of perfection to which genius alone attains; mere talent falls below it.	True
NEW YORK TIMES, CURRENT ***	Tartuffe	The world has no greater interest in branding England with this particular vice of hypocrisy than in branding France with it; yet the world does not cite Tartuffe as a typical Frenchman as it cites Angelo and Pecksniff as typical Englishmen.	True
A LOST CAUSE ***	Tartuffe	Tartuffe can always find his Orgon, and to hawk a battle-cry among the ignorant and dull has ever been a profitable game.	True
THE CRIME OF THE CONGO ***	Tartuffe	Tartuffe and Jack the Ripper--was ever such a combination in the history of the world!	True
HAZLITT ON ENGLISH LITERATURE ***	Tartuffe	"I should like vastly to have seen Ninon de l'Enclos," said that incomparable person; and this immediately put us in mind that we had neglected to pay honour due to our friends on the other side of the Channel: Voltaire, the patriarch of levity, and Rousseau, the father of sentiment, Montaigne and Rabelais (great in wisdom and in wit), Molière and that illustrious group that are collected round him (in the print of that subject) to hear him read his comedy of the Tartuffe at the house of Ninon; Racine, La Fontaine, Rochefoucault, St. Evremont, etc.	True
INQUIRIES AND OPINIONS ***	Tartuffe	The student of dramaturgy notes with increasing delight the ingenuity with which the first appearance of Tartuffe is prepared; and he finds an almost equal joy in the bolder beginnings of 'Romeo and Juliet' and of 'Hamlet,' where the difficulty was less, it may be, but where the interest of the craftsman in the excellence of his device is quite as obvious.	True
